date,average_temperature,rainfall,weekend,holiday,price_per_kg,promo,demand,previous_days_demand
2021-05-18 15:34:09.114611,14.150638744238305,0.5433197546347451,0,0,1.7560055260007577,0,827.1764222391942,1066.6497394041203
2021-05-19 15:34:09.114610,22.06195833556687,10.737843975927577,0,0,0.7688321285894042,0,920.6907323105532,827.1764222391942
2021-05-20 15:34:09.114609,23.77576416567278,0.8787413251084308,0,0,0.8970858255284704,0,1034.5237069099958,920.6907323105532
2021-05-21 15:34:09.114608,25.06293881250646,3.425074734330609,0,0,1.5665285536868798,1,1088.069187541359,1034.5237069099958
2021-05-22 15:34:09.114607,20.891628113637136,0.8888138167412301,1,0,0.8618641892249961,1,1484.9739202954297,1088.069187541359
2021-05-23 15:34:09.114606,21.808027203341148,9.665090483113651,1,0,2.982504687467829,1,1315.9470549685968,1484.9739202954297
2021-05-24 15:34:09.114604,31.650026074238045,1.5152335455489807,0,0,0.8233372161492141,0,954.7695552534291,1315.9470549685968
2021-05-25 15:34:09.114603,23.442156866489093,1.5686053892944827,0,0,1.9393282046528635,0,993.2078204034186,954.7695552534291
2021-05-26 15:34:09.114602,22.11474316511455,1.0240761445323339,0,0,2.4354538031037145,0,843.607501325181,993.2078204034186
2021-05-27 15:34:09.114601,18.33262084556379,2.6086843703063396,0,0,2.3570538921181923,0,884.3577700131767,843.607501325181
2021-05-28 15:34:09.114600,24.563573637241845,4.172245234459494,0,0,1.042335878672897,0,935.4411773401142,884.3577700131767
2021-05-29 15:34:09.114599,26.984205410668782,5.444319764613855,1,0,0.7391573969622847,0,1237.9740624421302,935.4411773401142
2021-05-30 15:34:09.114598,23.61633127755025,4.416189141250888,1,0,2.6431351319287146,1,1340.0090415209695,1237.9740624421302
2021-05-31 15:34:09.114597,32.81716922729751,1.7964097899346556,0,0,2.623623059539348,0,949.5752483030031,1340.0090415209695
2021-06-01 15:34:09.114597,29.556262978324593,2.53864152779241,0,0,2.4365166429056107,0,796.8119175281608,949.5752483030031
2021-06-02 15:34:09.114596,27.76916518033987,2.160029193409688,0,0,2.766718750516125,0,839.0517842409955,796.8119175281608
2021-06-03 15:34:09.114595,12.301491095815155,4.338081766723582,0,0,2.651632779883536,0,900.4177994004232,839.0517842409955
2021-06-04 15:34:09.114594,33.80621045542813,6.22129781286095,0,0,1.8689061078864786,0,909.3665112127277,900.4177994004232
2021-06-05 15:34:09.114593,15.588290478749924,0.17473897993069165,1,0,1.7561351494267992,0,1226.6535819102075,909.3665112127277
2021-06-06 15:34:09.114592,11.651328957685699,0.9244878022952132,1,0,2.199813232230164,1,1341.6587576105553,1226.6535819102075
2021-06-07 15:34:09.114591,11.607180264588784,0.11848179139237726,0,0,1.6937477545865898,1,1146.7555942674462,1341.6587576105553
2021-06-08 15:34:09.114590,22.133972898949523,2.9377147521798443,0,0,1.5564140511279763,0,949.2718180761599,1146.7555942674462
2021-06-09 15:34:09.114589,10.37945808550067,3.452501095123596,0,0,2.5737580553165627,0,883.7907824880645,949.2718180761599
2021-06-10 15:34:09.114588,25.88513582789545,2.1772571988211955,0,0,1.2388577550192321,0,880.311847461321,883.7907824880645
2021-06-11 15:34:09.114587,26.335592916355264,1.5612986420790267,0,0,2.2120454610719884,0,834.3767534156395,880.311847461321
2021-06-12 15:34:09.114586,29.189758591167298,0.6652877961570447,1,0,2.9761563982071757,0,1142.4321099815506,834.3767534156395
2021-06-13 15:34:09.114585,16.233554012063674,2.4343815322570155,1,0,2.1816649108213064,1,1395.408815646668,1142.4321099815506
2021-06-14 15:34:09.114584,13.86909015368789,4.38737675316651,0,0,2.8008518055293297,1,972.2106564467697,1395.408815646668
2021-06-15 15:34:09.114583,32.61322934597155,0.5984460754146234,0,0,2.431134608825203,1,1105.267704673678,972.2106564467697
2021-06-16 15:34:09.114582,19.137028311930443,3.693637465554107,0,0,0.6460825259736304,0,998.0433480649211,1105.267704673678
2021-06-17 15:34:09.114581,24.510432988677124,0.0789747305444405,0,0,1.981729475912206,0,866.0828193713107,998.0433480649211
2021-06-18 15:34:09.114580,22.363925522115803,0.9618124762217871,0,0,1.777277354164295,0,1077.3275096411217,866.0828193713107
2021-06-19 15:34:09.114580,30.615234047644265,5.822517777499792,1,0,2.9339126702030125,0,1102.1218254079765,1077.3275096411217
2021-06-20 15:34:09.114579,22.577278117642532,0.8473811881774718,1,0,2.013186705020111,0,1301.1014125244026,1102.1218254079765
2021-06-21 15:34:09.114578,26.771346242492438,0.3644693984799473,0,0,1.5029147348961605,1,1150.6060838293752,1301.1014125244026
2021-06-22 15:34:09.114577,21.151108457479502,1.247829710694164,0,0,0.898126012568118,0,985.9891741091373,1150.6060838293752
2021-06-23 15:34:09.114576,11.258523067526665,7.329452962595864,0,0,2.4570010139850065,0,840.6146161340423,985.9891741091373
2021-06-24 15:34:09.114575,29.628837296317666,3.5784751754122395,0,0,0.6089989247092036,1,1083.0307459027474,840.6146161340423
2021-06-25 15:34:09.114574,34.429233249851194,1.3603242265053148,0,0,1.1766736582280664,0,957.0598855892824,1083.0307459027474
2021-06-26 15:34:09.114573,13.2375456619273,24.823390553141223,1,0,1.7670781194096967,0,1250.7044786167876,957.0598855892824
2021-06-27 15:34:09.114572,10.632952479377144,8.769061096995427,1,0,0.6818339849077868,0,1295.1814806898176,1250.7044786167876
2021-06-28 15:34:09.114571,25.32274795589001,2.2483155139920155,0,0,0.8722707233941303,0,954.6031109991168,1295.1814806898176
2021-06-29 15:34:09.114570,10.92079474955222,2.076343461507871,0,0,2.9447247976536968,0,833.1963912005231,954.6031109991168
2021-06-30 15:34:09.114569,31.979138487747246,2.237529864048362,0,0,1.6711302614178112,1,1186.3543969371442,833.1963912005231
2021-07-01 15:34:09.114568,33.0130664046952,2.1874480042485587,0,0,2.14086069635693,0,947.7787959124908,1186.3543969371442
2021-07-02 15:34:09.114567,30.411808112353285,2.1924798493533113,0,0,2.9808101520075523,0,819.4084648647976,947.7787959124908
2021-07-03 15:34:09.114566,23.971565217583112,4.755236719416376,1,0,1.197550406134796,0,1285.319362078715,819.4084648647976
2021-07-04 15:34:09.114565,15.230447783067172,6.202034311815716,1,0,1.4952290583433818,0,1281.9704066467857,1285.319362078715
2021-07-05 15:34:09.114564,25.813047670772495,8.366598110223576,0,0,1.531096777931356,0,948.002143146448,1281.9704066467857
2021-07-06 15:34:09.114563,15.411269073238861,1.2579356599019835,0,0,2.8215892096455066,0,850.0927233817587,948.002143146448
2021-07-07 15:34:09.114562,16.055031193196072,2.559980179038892,0,1,2.08401565523498,0,875.3827805280149,850.0927233817587
2021-07-08 15:34:09.114561,17.84403336185514,6.956866009730013,0,0,2.4522841543971636,0,912.6861503790273,875.3827805280149
2021-07-09 15:34:09.114560,10.997328360162308,8.138941662755553,0,0,1.2957782950304526,0,915.8003508764335,912.6861503790273
2021-07-10 15:34:09.114560,23.938396800136474,1.1744144703175192,1,0,2.031992182697638,1,1412.9247569197169,915.8003508764335
2021-07-11 15:34:09.114559,23.684968611981347,11.399842887178263,1,0,1.6769264173421052,0,1252.2577441169553,1412.9247569197169
2021-07-12 15:34:09.114558,14.43116012323845,0.3653052706104143,0,0,1.8057458814700333,0,852.0452673180612,1252.2577441169553
2021-07-13 15:34:09.114557,16.96015765395147,0.990742523731839,0,0,1.8762195063283975,0,889.3974550462199,852.0452673180612
2021-07-14 15:34:09.114556,13.19727350639349,13.107930500087328,0,0,2.0567446584474904,0,936.0760381327688,889.3974550462199
2021-07-15 15:34:09.114555,18.744782730137622,0.5640096360969943,0,0,1.4229451579543126,0,948.0013893393459,936.0760381327688
2021-07-16 15:34:09.114554,10.625317247956971,5.082845307133005,0,0,0.5331396377787072,1,1170.0160458229043,948.0013893393459
2021-07-17 15:34:09.114553,21.763093630039833,2.068923722046278,1,0,1.6481774641927047,0,1179.5601145518372,1170.0160458229043
2021-07-18 15:34:09.114552,24.921673450585423,9.160914282786477,1,0,0.9714662807150614,0,1294.638061744044,1179.5601145518372
2021-07-19 15:34:09.114551,18.94349133419194,2.580221643835946,0,0,1.1851440694840334,0,995.7754182246937,1294.638061744044
2021-07-20 15:34:09.114550,17.913604415832367,10.127433230751276,0,0,2.4675872761800535,0,849.4047548830522,995.7754182246937
2021-07-21 15:34:09.114549,19.020793913214007,2.361289137695008,0,0,2.693644991936885,0,824.3636502727462,849.4047548830522
2021-07-22 15:34:09.114548,15.3861851118143,17.454546770258368,0,0,2.295232891257471,0,943.8565280395936,824.3636502727462
2021-07-23 15:34:09.114547,32.7751465421171,8.277582089027307,0,0,2.9575165308322653,1,1028.1689732569196,943.8565280395936
2021-07-24 15:34:09.114546,12.067055264456702,3.000936129900939,1,0,1.049961743123666,0,1289.650075856228,1028.1689732569196
2021-07-25 15:34:09.114545,21.531429107907233,4.720780893431924,1,0,2.201258854178193,0,1219.7620811380373,1289.650075856228
2021-07-26 15:34:09.114544,21.664543729980238,6.976918000945359,0,0,0.6162383388546082,0,885.742647986074,1219.7620811380373
2021-07-27 15:34:09.114543,15.08654578804494,3.056183439776836,0,0,1.3025812278365965,0,960.8354077165228,885.742647986074
2021-07-28 15:34:09.114542,20.626658114450166,10.074780865256068,0,0,2.75609010461463,0,841.3072536319091,960.8354077165228
2021-07-29 15:34:09.114541,21.422700576276164,1.7192367101420414,0,0,1.2180186233469223,0,919.960490936062,841.3072536319091
2021-07-30 15:34:09.114541,22.839119603637062,11.539694881995178,0,0,1.4467915828493443,0,970.7185489774886,919.960490936062
2021-07-31 15:34:09.114540,30.488835035225804,3.5761891064543825,1,0,2.918982942566204,0,1154.466881438221,970.7185489774886
2021-08-01 15:34:09.114539,31.014553019754942,3.910451560665037,1,0,2.372679709541895,0,1142.0891618859007,1154.466881438221
2021-08-02 15:34:09.114538,28.38746612776806,1.9198445186611144,0,0,1.5394685927459943,0,914.769930110961,1142.0891618859007
2021-08-03 15:34:09.114537,20.938452266997576,0.26710977750425535,0,0,1.8425649875249077,0,904.1774835176203,914.769930110961
2021-08-04 15:34:09.114536,17.967367385547384,1.215475217814789,0,0,2.779107409067145,0,927.9531078158184,904.1774835176203
2021-08-05 15:34:09.114535,15.497828318359074,11.488235848391152,0,0,2.589911315053593,0,916.0784683848129,927.9531078158184
2021-08-06 15:34:09.114534,10.761733503766798,4.954419615831154,0,0,1.371643996117502,0,884.6536152588578,916.0784683848129
2021-08-07 15:34:09.114533,21.648289309617322,0.5062089509276992,1,0,1.0598022103322404,0,1185.6168203607394,884.6536152588578
2021-08-08 15:34:09.114532,15.376354483018883,0.09171301598609291,1,0,1.4623308642971646,0,1255.605511865428,1185.6168203607394
2021-08-09 15:34:09.114531,10.014829532619801,0.28489327963255234,0,0,0.8763716491299979,0,1024.21035317958,1255.605511865428
2021-08-10 15:34:09.114530,29.615191745906937,1.1450172468490811,0,0,2.526849206332265,0,923.9362827396803,1024.21035317958
2021-08-11 15:34:09.114529,22.47758486711342,8.478846920429582,0,0,1.1718084584245223,0,960.3127878649954,923.9362827396803
2021-08-12 15:34:09.114528,10.191715361143496,2.7555152212649423,0,0,1.6309370952980293,1,1076.8828015260985,960.3127878649954
2021-08-13 15:34:09.114527,20.607495369789675,0.2873770905238927,0,0,1.8262145162432635,1,1018.9734407654236,1076.8828015260985
2021-08-14 15:34:09.114526,12.1248897817431,5.514252206771544,1,0,1.7106930399729008,0,1297.0529126032877,1018.9734407654236
2021-08-15 15:34:09.114525,23.594121243075794,7.886189234074968,1,0,1.013020839720443,0,1191.3533194302138,1297.0529126032877
2021-08-16 15:34:09.114524,27.523592715724572,0.04507548906411417,0,0,0.9360140282943734,0,953.1164466077199,1191.3533194302138
2021-08-17 15:34:09.114523,19.791457400303663,3.692478358188257,0,0,2.089084203675702,1,1132.9492289838379,953.1164466077199
2021-08-18 15:34:09.114522,23.126894469879268,1.3706011826458966,0,0,1.2046807993097615,1,1040.8663994256704,1132.9492289838379
2021-08-19 15:34:09.114521,13.18722205289915,1.180448608455311,0,0,2.8348767068428056,0,848.171100529721,1040.8663994256704
2021-08-20 15:34:09.114520,32.86277254054261,8.284591050242051,0,0,0.5746684813026421,0,996.3213145315202,848.171100529721
2021-08-21 15:34:09.114520,32.21784582350726,6.630491097518756,1,0,0.6604433160198551,0,1296.5471151996962,996.3213145315202
2021-08-22 15:34:09.114519,24.844697840399718,8.934125403054512,1,0,2.386422464863617,0,1188.0678356746425,1296.5471151996962
2021-08-23 15:34:09.114518,25.22739300076264,13.29380108267847,0,0,1.9746723833262023,1,1073.4725170744987,1188.0678356746425
2021-08-24 15:34:09.114517,19.025181779849248,4.267748806264145,0,0,2.8989515653886184,0,756.8675567763723,1073.4725170744987
2021-08-25 15:34:09.114516,25.908731930876137,1.9996811900480105,0,0,2.6626089849532044,0,779.2988706165205,756.8675567763723
2021-08-26 15:34:09.114515,10.648730031596983,2.3461372879876135,0,0,1.2035979279670954,0,987.7189400560085,779.2988706165205
2021-08-27 15:34:09.114514,13.916972254816494,3.7375679955823236,0,0,0.5989285179786126,0,1090.5509120808556,987.7189400560085
2021-08-28 15:34:09.114513,13.322772884061962,7.041849759361187,1,0,1.0721847962539737,0,1202.5472001838768,1090.5509120808556
2021-08-29 15:34:09.114512,31.960398104621852,1.2238129156863666,1,0,2.650550162502815,0,1165.261798740859,1202.5472001838768
2021-08-30 15:34:09.114511,27.745310868347556,0.09645175711927134,0,0,2.5431812297946705,0,890.0170978092187,1165.261798740859
2021-08-31 15:34:09.114510,29.5356010388294,1.1306344262182568,0,0,2.0919185390509494,0,895.0595001726301,890.0170978092187
2021-09-01 15:34:09.114509,10.104568960066038,14.191683587071571,0,0,1.7005343703715456,0,946.094814568731,895.0595001726301
2021-09-02 15:34:09.114508,20.318339061146673,5.977903557264392,0,0,2.3903354820915594,0,922.0866728297657,946.094814568731
2021-09-03 15:34:09.114507,10.665509199186829,4.095568581484157,0,0,2.296136364919122,0,842.387467461882,922.0866728297657
2021-09-04 15:34:09.114506,16.036833540976254,0.5017543977219131,1,0,2.235966149328431,0,1210.72590706668,842.387467461882
2021-09-05 15:34:09.114505,19.92590245310935,1.1212721148364566,1,0,1.786122076735114,0,1271.2459462886347,1210.72590706668
2021-09-06 15:34:09.114504,25.80207309017491,16.888156050602518,0,0,0.7588220820651085,0,1047.8384013356044,1271.2459462886347
2021-09-07 15:34:09.114503,20.94132691830786,7.967968433534033,0,0,2.2555120972250453,0,837.3123171736934,1047.8384013356044
2021-09-08 15:34:09.114502,25.72897297076716,3.8878406763432944,0,0,1.9067115950089573,0,962.7110236278423,837.3123171736934
2021-09-09 15:34:09.114501,22.61918555812303,2.3197766505394943,0,0,2.611335141667464,0,833.3675169174304,962.7110236278423
2021-09-10 15:34:09.114500,23.29153787550105,16.796970135192815,0,0,1.0719556306440046,0,1043.997396962466,833.3675169174304
2021-09-11 15:34:09.114499,21.708940966306812,8.233107547443158,1,0,2.015120624589527,0,1228.3551560946814,1043.997396962466
2021-09-12 15:34:09.114498,23.851905802086076,3.584323067284812,1,0,1.7469533628689233,0,1168.1978580039327,1228.3551560946814
2021-09-13 15:34:09.114497,17.221157212954072,5.306922837042894,0,0,2.156810616033737,0,898.904951183971,1168.1978580039327
2021-09-14 15:34:09.114496,29.608416737450373,4.996666849097641,0,0,1.6843315215952486,0,900.0438246332207,898.904951183971
2021-09-15 15:34:09.114495,23.260193004956754,0.19362667170234443,0,0,2.484199781192353,0,926.4027470195148,900.0438246332207
2021-09-16 15:34:09.114494,24.40929613117146,1.8590917268031995,0,0,1.410790484804445,0,975.8386711104305,926.4027470195148
2021-09-17 15:34:09.114493,30.530803349700026,3.5114213908541942,0,0,2.06058707031214,0,953.3774530440445,975.8386711104305
2021-09-18 15:34:09.114492,27.038558704621394,14.459411157605347,1,0,0.6654524582638771,0,1097.3228738661553,953.3774530440445
2021-09-19 15:34:09.114491,21.615994290001442,3.012986289734366,1,0,2.208629551082142,0,1183.7676610622177,1097.3228738661553
2021-09-20 15:34:09.114490,18.519939196918287,0.650555436785051,0,0,2.4413245796390983,0,881.5128217091044,1183.7676610622177
2021-09-21 15:34:09.114489,19.70269802409669,36.40844785326273,0,0,0.7193602681279473,0,950.4207166768587,881.5128217091044
2021-09-22 15:34:09.114488,32.81302826721009,5.901683480217916,0,0,2.6953197173564925,0,811.2649624559486,950.4207166768587
2021-09-23 15:34:09.114487,13.758642307267884,6.688315819542727,0,0,0.7467491217655179,0,967.1567857908332,811.2649624559486
2021-09-24 15:34:09.114486,24.392028166100676,0.892841658349252,0,0,1.2628615760551007,0,856.7011229952677,967.1567857908332
2021-09-25 15:34:09.114485,14.004719770722183,7.555323703863241,1,0,1.9653466176519172,0,1179.5692447132387,856.7011229952677
2021-09-26 15:34:09.114485,22.961664954831846,14.020473902393952,1,0,2.7532976353537295,0,1204.8518462495167,1179.5692447132387
2021-09-27 15:34:09.114484,23.355965141771094,20.119521763799717,0,0,2.1145710473782073,0,881.6539974567581,1204.8518462495167
2021-09-28 15:34:09.114483,17.289197874951363,13.183482709792882,0,0,2.8725294150279352,1,1077.5028821199523,881.6539974567581
2021-09-29 15:34:09.114482,24.071250846860288,7.419031011425703,0,0,2.4946279043326154,0,907.9904270346155,1077.5028821199523
2021-09-30 15:34:09.114481,22.023150694935932,7.960077464648425,0,0,2.8352957378477437,0,755.7730607760673,907.9904270346155
2021-10-01 15:34:09.114480,23.667570235457166,8.64734325986562,0,0,2.4612543429402014,1,1071.5616511950543,755.7730607760673
2021-10-02 15:34:09.114479,33.29672725623779,1.797184619314932,1,0,2.436981227164976,1,1305.5083426760305,1071.5616511950543
2021-10-03 15:34:09.114478,15.433738571154805,4.121498166191604,1,0,0.8282340887697254,1,1463.3280067518785,1305.5083426760305
2021-10-04 15:34:09.114477,15.898773435911803,3.1354162486146087,0,0,2.4832125538992793,1,1003.1256969734723,1463.3280067518785
2021-10-05 15:34:09.114476,34.662927407890585,1.2580453415806434,0,0,2.440795695327564,1,1090.5554477275527,1003.1256969734723
2021-10-06 15:34:09.114475,14.836032613397235,16.433794321228717,0,0,2.234666539713001,1,1039.6359824024225,1090.5554477275527
2021-10-07 15:34:09.114474,25.220220816364225,3.221190667686807,0,0,1.0142335466916577,1,1152.7426658635081,1039.6359824024225
2021-10-08 15:34:09.114473,23.793731597839802,1.0207697516516858,0,0,1.6842074764179489,1,1116.197176463572,1152.7426658635081
2021-10-09 15:34:09.114472,29.284997032481332,1.4025523837921892,1,0,1.7143919791212086,1,1355.2843493514176,1116.197176463572
2021-10-10 15:34:09.114471,18.382303782258226,1.4844638684939802,1,0,1.708262247385544,1,1371.3175730440887,1355.2843493514176
2021-10-11 15:34:09.114470,25.803962009945824,1.9937290478567031,0,0,1.4497932558484545,1,1200.2710977922022,1371.3175730440887
2021-10-12 15:34:09.114469,15.94750252880475,1.5837625632109993,0,0,0.6522837906051349,1,1085.7887941546464,1200.2710977922022
2021-10-13 15:34:09.114468,17.537834053573533,9.73548574643978,0,0,1.8700999015674893,1,1093.975685833324,1085.7887941546464
2021-10-14 15:34:09.114467,30.487804404667333,4.291396183095096,0,0,2.1220535293159113,1,1029.1171228341261,1093.975685833324
2021-10-15 15:34:09.114466,20.264962227085494,2.8825112982950496,0,0,0.6812733896646289,1,1160.4506389060325,1029.1171228341261
2021-10-16 15:34:09.114466,15.667790353296514,0.614096596165131,1,0,2.18812959994416,1,1325.936340804102,1160.4506389060325
2021-10-17 15:34:09.114465,33.297105758965856,4.825318032368528,1,0,1.4735748536800903,1,1436.9901884058145,1325.936340804102
2021-10-18 15:34:09.114464,16.004647882132986,1.1495763234310585,0,0,2.4864912310749654,1,1128.2779477487668,1436.9901884058145
2021-10-19 15:34:09.114463,19.06405078265554,3.994305933846594,0,0,2.511902565990512,1,1041.0293369377587,1128.2779477487668
2021-10-20 15:34:09.114462,13.372429144884102,4.356301040711896,0,0,2.3146191996241967,1,1158.4849552489297,1041.0293369377587
2021-10-21 15:34:09.114461,10.504695286945719,0.7329484282820222,0,0,2.4348533479324646,1,1090.0601540811388,1158.4849552489297
2021-10-22 15:34:09.114460,16.821125519661663,0.3913056272730037,0,0,1.2361285262752904,1,1104.5488132075961,1090.0601540811388
2021-10-23 15:34:09.114459,16.17202047376568,5.9424538314478035,1,0,0.9215269114914781,1,1415.1849814390632,1104.5488132075961
2021-10-24 15:34:09.114458,19.735053023615812,2.8097264687091794,1,0,2.849449918595072,1,1269.9166038234682,1415.1849814390632
2021-10-25 15:34:09.114457,28.6033317426384,4.099629722840205,0,0,1.0091149206212182,1,1181.878925231775,1269.9166038234682
2021-10-26 15:34:09.114456,14.043159216240173,3.4555955216127066,0,0,0.65900385777035,1,1166.691853069654,1181.878925231775
2021-10-27 15:34:09.114455,32.17862623815928,4.377822530754893,0,0,1.2346460415587468,1,1059.6929427271625,1166.691853069654
2021-10-28 15:34:09.114454,18.406009082460088,2.090345863094241,0,0,2.3789247402420823,1,1103.424273017853,1059.6929427271625
2021-10-29 15:34:09.114453,28.667883535392292,0.05062298358258458,0,0,2.228321427385139,1,1137.5557271040727,1103.424273017853
2021-10-30 15:34:09.114452,14.628746870547529,2.7446016631851022,1,0,2.0690012311218604,1,1377.8317451164196,1137.5557271040727
2021-10-31 15:34:09.114451,11.433920542476866,2.1210243954286936,1,0,2.5341497001112967,1,1310.1751930925388,1377.8317451164196
2021-11-01 15:34:09.114450,18.812434865068308,2.923372953852705,0,0,2.026415340053215,0,904.3016373354618,1310.1751930925388
2021-11-02 15:34:09.114449,21.36670321111074,0.7712028126946886,0,0,0.8272277594619489,0,1042.7581889368848,904.3016373354618
2021-11-03 15:34:09.114448,33.49860838138448,3.4535524029562295,0,0,0.6096354525120296,0,958.6401499571888,1042.7581889368848
2021-11-04 15:34:09.114447,29.91264582865562,1.7729920473353973,0,0,1.6317032983067485,1,1126.1141913455633,958.6401499571888
2021-11-05 15:34:09.114446,27.18308566983568,6.594743385036443,0,0,2.864851201906303,0,881.1405762588802,1126.1141913455633
2021-11-06 15:34:09.114445,14.619912315368897,2.1285817745561717,1,0,2.478148496045344,1,1353.1146791953308,881.1405762588802
2021-11-07 15:34:09.114445,28.907337736209143,1.3319177064988992,1,0,2.4403498287666867,0,1135.5932893747868,1353.1146791953308
2021-11-08 15:34:09.114444,30.815973650403517,3.5379389713900085,0,0,1.537782797904363,0,969.8154870350048,1135.5932893747868
2021-11-09 15:34:09.114443,18.548716065185786,7.788481602545722,0,0,1.6997321117957127,0,880.4015822310198,969.8154870350048
2021-11-10 15:34:09.114442,10.260226091267073,5.114377618310387,0,0,0.5620819952929607,0,1030.9790487826415,880.4015822310198
2021-11-11 15:34:09.114441,28.984015657400555,9.254755024707384,0,0,2.622916814035615,0,837.815557402177,1030.9790487826415
2021-11-12 15:34:09.114440,31.44347599563063,2.9529361929336764,0,0,1.3971407828357378,0,932.5958377519221,837.815557402177
2021-11-13 15:34:09.114439,10.182401356033415,1.9910641577624946,1,0,2.926870634828421,0,1180.0981861634916,932.5958377519221
2021-11-14 15:34:09.114438,34.19750728007096,6.415721447071171,1,0,1.9495914913019567,0,1215.8428054203691,1180.0981861634916
2021-11-15 15:34:09.114437,19.475249680831134,5.677989622752299,0,0,2.6846659579853385,0,864.5134022661506,1215.8428054203691
2021-11-16 15:34:09.114436,23.28322266488905,2.9285161817653984,0,0,2.4777249622788133,0,859.5590614687162,864.5134022661506
2021-11-17 15:34:09.114435,10.463867741011873,2.2438741415121184,0,0,0.769314252984894,0,976.6357189710909,859.5590614687162
2021-11-18 15:34:09.114434,25.045459639061967,10.979373957018215,0,0,2.8501208652789343,0,901.0162685828946,976.6357189710909
2021-11-19 15:34:09.114433,21.718444979596732,2.719083239122919,0,0,2.1848445688178737,0,876.1147140034692,901.0162685828946
2021-11-20 15:34:09.114432,19.587880779238155,5.030254816192872,1,0,2.2595840432365497,0,1204.3299136570588,876.1147140034692
2021-11-21 15:34:09.114431,26.630056025805125,1.8118656265838866,1,0,2.8345748164486095,0,1225.6373937022563,1204.3299136570588
2021-11-22 15:34:09.114430,19.229374319897968,26.046962839951412,0,0,1.0329166753500156,0,981.6471673405842,1225.6373937022563
2021-11-23 15:34:09.114429,32.793408413642155,8.65443209041338,0,0,0.8773769903916603,0,965.1207091723592,981.6471673405842
2021-11-24 15:34:09.114428,16.315788060686025,3.7388108707479133,0,0,1.8600454298026299,0,862.3455404317534,965.1207091723592
2021-11-25 15:34:09.114428,11.074739479417525,1.5070074699532823,0,0,0.9452705869349857,0,1020.7526446881486,862.3455404317534
2021-11-26 15:34:09.114427,14.571487420957624,4.750893975027972,0,0,1.5352147002619279,0,880.5337799529019,1020.7526446881486
2021-11-27 15:34:09.114426,31.50025909765875,1.928691432679919,1,0,1.0885596214543316,0,1273.1971224618226,880.5337799529019
2021-11-28 15:34:09.114425,16.596037676477067,2.8034171418464555,1,0,1.4071021436360223,0,1250.614406233413,1273.1971224618226
2021-11-29 15:34:09.114424,34.807301380818146,13.175846531669118,0,0,2.5362290483457395,0,898.1982549723616,1250.614406233413
